ticket_id,type,organization,comment,photo,photo_after,coords,address,subdistrict,district,province,timestamp,state,star,count_reopen,last_activity
FY3MC9,{ถนน},"เขตพระนคร,สำนักงานเลขานุการผู้ว่าราชการกรุงเทพมหานคร (บัญชีทางการ)","ปัญหา: ประชาชนอยากให้ ก.ท.ม. ปิดโรงงาน ที่ผลิตกระดาษกงเต็ก เพราะได้รับความเดือดร้อนมาก
ถนน: ดินสอ
จุดสังเกต: ศาลาว่าการ กทม
เขต: พระนคร
#1555",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-09/1694218123212.jpeg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-09/1694302324282.jpeg,"100.50180,13.75388",173 ถนน ดินสอ แขวงเสาชิงช้า เขตพระนคร กรุงเทพมหานคร 10200 ประเทศไทย,เสาชิงช้า,พระนคร,จังหวัดกรุงเทพมหานคร,2023-09-09 00:08:44.637167+00,เสร็จสิ้น,,0,2023-09-09 23:32:05.611869+00
2024-L92TL4,"{ร้องเรียน,ท่อระบายน้ำ}","เขตทวีวัฒนา,ฝ่ายโยธา เขตทวีวัฒนา",แจ้งเรื่องฝาท่อระบายน้ำชำรุด,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-04/998c29a8dfed94a2384ff38ef6cddc4fcbfc2f75.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-05/074e55a0ec51d7c613aa401796117a5b.png,"100.33368,13.79079",12/113 ซอย ทวีวัฒนา 39 แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร 73170 ประเทศไทย,ศาลาธรรมสพน์,ทวีวัฒนา,กรุงเทพมหานคร,2024-04-25 03:17:32.263722+00,เสร็จสิ้น,5.0,0,2024-05-20 09:24:14.189838+00
2024-FYZC2D,"{คลอง,สะพาน,ถนน}","สำนักงานเขตบางขุนเทียน,เขตบางขุนเทียน,สำนักการโยธา กทม.,สำนักงานก่อสร้างและบูรณะ สำนักการโยธา (สกบ.สนย.) กทม.,ศูนย์ก่อสร้างและบูรณะถนน 2 ส่วนก่อสร้างและบูรณะ 2 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.)","เรียนท่านผู้ว่าชัชชาติ
ผมอยู่เขตบางขุนเทียนปรกติชอบปั่นจักรยาน
ผมไปปั่นแถวสะพานรักทะเลบ่อยบ่อย
ช่วงนี้มีข่าว  ที่ชาวบ้านพูดกันว่าจะมีการขยายสะพานรักทะเลให้กว้างขึ้น(บ้างก็ว่าจะมีการทำสะพานใหม่ให้ใหญ่กว่าเดิมเพื่อให้รถยนต์วิ่งข้ามคลองพิทยาลงกรณ์ไปได้..และจะขยายถนนและสร้างสะพานด้านในอีกสะพาน  ให้ใหญ่เพื่อให้รถยนต์วิ่งไปถึงทะเล
ผมอยากจะเล่าให้ฟังว่าในอดีตก่อนท่านจะมาเป็นผู้ว่ามีนายทุนที่รวบรวมที่ฝั่งตรงข้ามพยายามจะทำสะพานข้ามคลองพิทยาลงกรณ์แต่ผู้ใหญ่ท่านไม่เห็นด้วยอยากจะเก็บพื้นที่ฝั่งตรงข้ามใว้เป็นพื้นที่สีเขียว(ถ้าเรานั่งเรือจะเห็นบางช่วงปักเสาสะพานใว้แล้วแต่ไม่ได้รับอนุญาติให้สร้าง
จนมาถึงท่านผ.อ.เขตชื่ออะไรผมจำไม่ได้ ท่านมีวิสัยทัศน์ดีมาก...ท่านพัฒนาพื้นที่อนุรักษ์นี้ควบคู่ไปกับการพัฒนาให้เป็นแหล่งท่องเที่ยวโดยท่านทำสะพานรักทะเลข้ามคลองพิทยาลงกรณ์   โดยให้มีความกว้างไม่มากพอที่รถยนต์จะข้ามได้
ได้   แต่จักรยาน -มอเตอร์ไซข้ามได้
ถนนและสะพานข้างในก็ให้มีขนาดพอสำหรับจักรยานกับมอเตอร์ไซ   แล้วก็หาแนวร่วมเอกชนปลูกป่าจริงและก็ปลูกป่าในใจคนควบคู่กันไป....ผลมีความร่วมมือมากมาย...สภาพชายทะเลดีขึ้นมาก ผู้คน นักท่องเที่ยวมากันมากมาย   เศรษฐกิจระดับชาวบ้านหมุนเวียน,...
ทุกอย่างมาถูกทางดีแล้ว...
ทำไมถึงจะต้องทำสะพาน  ถนน  สะพาน  เพื่อให้รถยนต์เข้าไปได้....ช่าวว่ามีการกว้านซื้อที่ดินดักทางกันใว้แล้ว  ผมเองข้อนั้นไม่ว่าเค้า  แต่ขอทราบว่าเรื่องการทำสะพาน ถนน สะพานเพื่อให้รถยนต์เข้าไปถึงทะเลจรืงรึไม่
ในฐานะที่ผมเลือกท่านมาผมรู้สึกเสียใจมากถ้าสมัยท่านได้เปลี่ยนบางขุนเทียนชายทะเลเป็นแบบนั้น....
ถ้าท่านจะทำ  สิ่งที่เกิดประโยชน์กับชาวบางขุนเทียน   .และผู้คนที่มาเที่ยว...ท่านหางบมาทำถนนชายทะเลบางขุนเทีบนให้เป็น4เลนมาจนถึงสามแยกปูจะดีกว่า






ปได้",https://storage.googleapis.com/traffy_public_bucket/attachment/2024-01/49cc09413d94a63aac5bd0f706d1f7b5c60e4b84.jpg,,"100.42250,13.52732",สะพานรักษ์ทะเลบางขุนเทียน 173 ถ. บางขุนเทียน แขวงท่าข้าม เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,2024-01-19 10:34:15.329829+00,กำลังดำเนินการ,,0,2024-01-22 05:26:25.823389+00
2022-3E9R9K,{ทางเท้า},"เขตราชเทวี,สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส. กทม.),สำนักการโยธา กทม.,ศูนย์ก่อสร้างและบูรณะถนน 3 ส่วนก่อสร้างและบูรณะ 2 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.)",ทางเท้าไม่เรียบ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-12/57561c93190db2e2ea25962367b2dd92474277dd.jpg,,"100.56220,13.74888",1624/2 Suthi Building ถนน เพชรบุรีตัดใหม่ แขวง มักกะสัน เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย,มักกะสัน,ราชเทวี,กรุงเทพมหานคร,2022-12-05 06:37:32.886353+00,กำลังดำเนินการ,,0,2023-04-01 02:05:55.07254+00
2024-KLZBXQ,{กีดขวาง},"เขตคันนายาว,ฝ่ายเทศกิจ เขตคันนายาว",ซากรถ จอดกีดขวางการจราจร ตรงซอย สวนสยาม 16 ปากทาง แยก 2,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-04/d623ea08e403c99b2291b2cede34a541a8497b9f.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-04/ecfa0564cea719a5abd948b26555d97e.png,"100.68954,13.80900",ซอย สวนสยาม 16 แยก 2 ถ. สวนสยาม แขวงคันนายาว เขตคันนายาว กรุงเทพมหานคร 10230 ประเทศไทย,คันนายาว,คันนายาว,กรุงเทพมหานคร,2024-04-01 01:22:46.492987+00,เสร็จสิ้น,,0,2024-04-02 03:14:26.917825+00
2024-G6Q8PP,{ท่อระบายน้ำ},"เขตภาษีเจริญ,ฝ่ายโยธา เขตภาษีเจริญ",ฝาท่อชำรุด,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-05/dbc433e750127a391b1d387bdd4fb4a784dd2fca.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-10/0b77ee151c7e33c13ca34b90d7ff2a4f.jpg,"100.43665,13.71346",2 ซอย เพชรเกษม 54 แขวงบางหว้า เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,บางหว้า,ภาษีเจริญ,กรุงเทพมหานคร,2024-05-06 11:49:44.369901+00,เสร็จสิ้น,,0,2024-10-07 02:39:40.501749+00
2024-NPRWUU,{กีดขวาง},"เขตสาทร,ฝ่ายเทศกิจ เขตสาทร","เรียนท่านผู้ว่าก.ท.ม
ปากซอยจันทร์18/7แยก3มีรถยนต์ขับขี่จอดบนทางเท้าทะเบียนรถ3ฒฆ674กรุงเทพมหานครช่วงเวลา11:50น.วันที่13/11/67เขตสาทร",https://storage.googleapis.com/traffy_public_bucket/attachment/2024-11/a905810d1a7e3e338757b5184555d7933c200b67.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-11/9a462b3136b7d659b81de9a4dc9d2e99.png,"100.52672,13.70849",33/9 ซอย จันทน์ 18/7 แยก 3 แขวงทุ่งวัดดอน เขตสาทร กรุงเทพมหานคร 10120 ประเทศไทย,ทุ่งวัดดอน,สาทร,กรุงเทพมหานคร,2024-11-13 05:25:42.751097+00,เสร็จสิ้น,,0,2024-11-14 09:44:25.465796+00
PVC6R2,"{ถนน,ความปลอดภัย}","เขตคลองสาน,สำนักการโยธา กทม.,สำนักงานก่อสร้างและบูรณะ สำนักการโยธา (สกบ.สนย.) กทม.,ศูนย์ก่อสร้างและบูรณะถนน 2 ส่วนก่อสร้างและบูรณะ 2 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.)","ปัญหา: พบผิวถนนไม่เรียบเสมอ เนื่องจากมีการมาซ่อมแซมโดยการพิมพ์ยางมะตอย ทำให้สัญจรลำบาก เกรงว่าจะเป็นอันตรายและทำให้เกิดอุบัติเหตุได้
ถนน: เจริญนคร
จุดสังเกต: บนถนนเจริญนครมุ่งหน้าไปวงเวียนใหญ่ 
ตั้งแต่ซอยเจริญนคร 32 ถึงซอยเจริญนคร 34
เขต: คลองสาน
#1555",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-12/1701486916154.jpeg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-04/4c6b28314550748ddf2c68a511454ad7.jpg,"100.50182,13.71237",PG62+WPJ ถ. เจริญนคร แขวงบางลำภูล่าง เขตคลองสาน กรุงเทพมหานคร 10600 ประเทศไทย,บางลำภูล่าง,คลองสาน,จังหวัดกรุงเทพมหานคร,2023-12-02 03:15:18.578789+00,เสร็จสิ้น,,0,2024-04-03 07:20:50.8491+00
2023-H3RYMB,{กีดขวาง},"เขตบางกะปิ,สน.หัวหมาก,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 4 (บก.น.4)",รถบัสจอดในที่ห้ามจอดเป็นประจำ,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-07/1ff0eaa1d5ad07ab09cd4898c894681125753c1e.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-08/829175435211ad4360e17aa2ac78c109.jpg,"100.63729,13.75188",9 ถนน หัวหมาก แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย,หัวหมาก,บางกะปิ,กรุงเทพมหานคร,2023-07-25 00:14:04.640315+00,เสร็จสิ้น,5.0,0,2024-08-09 06:06:10.553502+00
2023-96HTKZ,{ถนน},"เขตบางนา,สำนักการโยธา กทม.",ถนนเละเทะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-09/57bda28808574ef5a73218905bac7894703dbc84.jpg,,"100.59205,13.67907",548 ถนน ทางรถไฟสายเก่า บางนาเหนือ เขตบางนา กรุงเทพมหานคร 10260 ประเทศไทย,บางนาเหนือ,บางนา,กรุงเทพมหานคร,2023-09-25 01:29:42.77264+00,กำลังดำเนินการ,,0,2023-09-29 07:24:11.230539+00
2024-3WKKPH,"{กีดขวาง,ถนน}","เขตภาษีเจริญ,สน.ภาษีเจริญ,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 9 (บก.น.9)",ขายของกีดขวางถนน1เลน,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-08/a24d9170b2a01e827dce4e69ed1b3f1dd36d5b8e.jpg,,"100.46331,13.72331",207/24 ถนน เพชรเกษมสายเก่า แขวงปากคลองภาษีเจริญ เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,ปากคลองภาษีเจริญ,ภาษีเจริญ,กรุงเทพมหานคร,2024-08-25 04:35:17.956588+00,กำลังดำเนินการ,,0,2024-10-03 03:40:52.436075+00
TY6GMG,"{ถนน,ความสะอาด}","เขตพระนคร,สำนักการโยธา กทม.,ฝ่ายโยธา เขตพระนคร,สำนักงานก่อสร้างและบูรณะ สำนักการโยธา (สกบ.สนย.) กทม.","ปัญหา: ริมถนนดังกล่าว บริเวณหน้าร้านผ้าราชู 88 พบหลุม ประมาณ 2-3 หลุม เนื่องจากมีผู้คนเอาขยะมาวางกองไว้เพื่อรอรถขยะจัดเก็บ มีการทำความสะอาด จนทำให้เกิดหลุม บ่อ และน้ำขยะที่สะสมส่งกลิ่นเหม็นรบกวน จึงขอให้ซ่อมแซมถนนดังกล่าว
ถนน: พาหุรัด
เขต: พระนคร
#1555",https://storage.googleapis.com/traffy_public_bucket/attachment/2024-12/779ae6b6a1bc7adf526027da4162b467.jpg,,"100.49994,13.74500",2 ถนน พาหุรัด แขวงวังบูรพาภิรมย์ เขตพระนคร กรุงเทพมหานคร 10200 ประเทศไทย,วังบูรพาภิรมย์,พระนคร,จังหวัดกรุงเทพมหานคร,2024-12-15 05:35:52.99718+00,กำลังดำเนินการ,,0,2025-01-07 09:26:35.864089+00
2024-ECHTC7,{ป้าย},"เขตจตุจักร,กรมทางหลวง,สำนักการจราจรและขนส่ง กรุงเทพมหานคร (สจส. กทม.)",มีคนจะเลี้ยวขวามาเข้าช่องu turnเพราะไม่คุ้นทางไม่มีป้ายบอกว่าเฉพาะu turnถ้าใส่ป้ายบอกน่าจะช่วยได้เยอะ เพราะรถเลี้ยวขวามาบล้อคช่องยูเทริน,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-12/e3f3f5c996dd6951894bb286cda5a78813fda612.jpg,,"100.57521,13.84001",2115 ถ. พหลโยธิน แขวง ลาดยาว เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,ลาดยาว,จตุจักร,กรุงเทพมหานคร,2024-12-25 10:45:56.785559+00,กำลังดำเนินการ,,0,2024-12-25 13:58:59.033566+00
2023-DPY9FE,{สัตว์จรจัด},"เขตมีนบุรี,สำนักอนามัย กทม.,สำนักงานสัตวแพทย์สาธารณสุข สำนักอนามัย กทม.",อยากให้แก้ปัญหาเรื่องสุนัขจรจัดในซอย มีอยู่สองตัว ไม่มีเจ้าของ ชอบวิ่งไล่จักรยานและมอเตอร์ไซค์ที่ขี่ผ่านมา ไม่มีใครรับว่าเป็นเจ้าของ มีแต่ผู้ใหญ่บ้านเก่าที่คอยให้ข้าวสุนัขกินทุกวัน,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-06/a453d5a5c2db0ef46e9488665b33a2653cfec090.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-09/1695611974892.jpeg,"100.73235,13.82510",10 ซอย ประชาพํฒนา 8 เขตมีนบุรี กรุงเทพมหานคร 10510 ประเทศไทย,มีนบุรี,มีนบุรี,กรุงเทพมหานคร,2023-06-12 01:46:29.743389+00,เสร็จสิ้น,1.0,0,2023-09-25 03:19:35.940726+00
2023-89RD6Q,{ถนน},"สำนักการโยธา กทม.,การไฟฟ้านครหลวง เขตมีนบุรี,การไฟฟ้านครหลวง MEA,สำนักงานก่อสร้างและบูรณะ สำนักการโยธา (สกบ.สนย.) กทม.,ศูนย์เครื่องมือกล ส่วนก่อสร้างและบูรณะ 1 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.)",ไฟส่องถนนแถวถนนนิมิตใหม่20ไม่ติดมาเป็นอาทิตย์แล้วค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-05/be2e081c920edefcfc67f6e5d72296b3ebff3b8c.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-02/1707105601320.jpeg,"100.73467,13.84332",3 ถ. นิมิตใหม่ แขวงทรายกองดิน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,ทรายกองดิน,คลองสามวา,กรุงเทพมหานคร,2023-05-15 16:13:36.928999+00,เสร็จสิ้น,,0,2024-02-05 04:00:02.660621+00
2023-AEG688,{สายไฟ},"เขตปทุมวัน,ฝ่ายโยธา เขตปทุมวัน,บริษัท โทรคมนาคมแห่งชาติ จำกัด (มหาชน)",สายไฟตกลงมาพันที่เสาไหลลงบนถนน,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-08/57507f8f3fd4e5214a3371131ded531efc2e7dd8.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-08/1691633340342.jpeg,"100.54891,13.73502",15 Soi Ruamrudee 5 แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,ลุมพินี,ปทุมวัน,กรุงเทพมหานคร,2023-08-06 16:58:05.946797+00,เสร็จสิ้น,,0,2023-08-10 02:09:01.857979+00
2022-6VT9BC,{ทางเท้า},"เขตบางรัก,ฝ่ายโยธา เขตบางรัก,ผอ.เขตบางรัก (ผอ.ธราพร ),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",มีหมุดเหล็กโผล่มาตรงทางเท้า,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-11/78ef364b5ca0f9565f756caa4cb9c41c87a6a442.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-11/88c81dc08079a1d6d48478d72b66dffe72ab4175.jpg,"100.54174,13.72697",PGGR+QMM ซอย ศาลาแดง 1 แขวง สีลม เขตบางรัก กรุงเทพมหานคร 10500 ประเทศไทย,สีลม,บางรัก,กรุงเทพมหานคร,2022-11-25 14:06:57.135565+00,เสร็จสิ้น,,0,2023-02-07 03:58:42.506454+00
H2BKJX,{ถนน},"เขตบางคอแหลม,สำนักการโยธา กทม.,สำนักงานก่อสร้างและบูรณะ สำนักการโยธา (สกบ.สนย.) กทม.","ปัญหา: บนถนนดังกล่าว พบพื้นผิวจราจรชำรุดไม่เรียบเป็นหลุมเป็นบ่อ
ถนน: พระราม 3
จุดสังเกต: บริเวณถนนพระราม 3 ตัดกับถนนเจริญราษฏร์
เขต: บางคอแหลม
#1555",https://storage.googleapis.com/traffy_public_bucket/attachment/2024-12/bdad5e46dfc950b15ec262cf547ae711.jpg,,"100.50918,13.68983",3581 ถ. พระรามที่ 3 แขวงบางโคล่ เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,บางโคล่,บางคอแหลม,จังหวัดกรุงเทพมหานคร,2024-12-22 04:13:30.290374+00,กำลังดำเนินการ,,0,2024-12-29 06:20:29.371233+00
2022-BQ4VNC,{สายไฟ},"เขตวังทองหลาง,ฝ่ายโยธา เขตวังทองหลาง,ผอ.เขตวังทองหลาง (นายโครงการ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",1. แจ้งสายไฟ สายโทรศัพท์เสี่ยงต่อการเกิดอุบัติเหตุ บริเวณปากซอยลาดพร้าว 93/1,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-06/cc8e323ca8be87bcd05e43cd0d71ba5c357d2cfe.jpg,,"100.62137,13.77957",2635/1 ถ. ลาดพร้าว แขวง คลองเจ้าคุณสิงห์ เขตวังทองหลาง กรุงเทพมหานคร 10310 ประเทศไทย,คลองเจ้าคุณสิงห์,วังทองหลาง,กรุงเทพมหานคร,2022-06-21 17:17:49.335054+00,เสร็จสิ้น,5.0,0,2022-06-28 11:45:23.216908+00
2023-NHY9P4,"{ต้นไม้,ร้องเรียน}","เขตจตุจักร,ฝ่ายรักษาความสะอาดฯ เขตจตุจักร",ต้นไม้ใหญ่ริมถนน กิ่งยาวหักล่วงบ่อยอยากให้ช่วยตัดแต่งต้นไม้ให้เรียบร้อย,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-10/3d9d331938ff308b850db1eeb56620aae6f673d4.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-10/1697203445913.jpeg,"100.55116,13.79751",916 ถ. พหลโยธิน แขวงจอมพล เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,จอมพล,จตุจักร,กรุงเทพมหานคร,2023-10-07 09:35:56.653903+00,เสร็จสิ้น,,0,2023-10-13 13:24:07.259814+00
2023-CA6N4G,{ความสะอาด},"เขตบางคอแหลม,ฝ่ายรักษาความสะอาดฯ เขตบางคอแหลม",ไม่มีเจ้าหน้าที่มาเก็บขยะใน ซอยเจริญกรุง 85 แยก 6-1 มา 3 สัปดาห์แล้ว,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-10/47f2c265ec3fe55e97961ab4c6ca6b9b4a7dc7c3.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-05/14fe72901f46601212d09b78fd56de2f.png,"100.50980,13.70431",442/2 ถ. เจริญกรุง แขวงวัดพระยาไกร เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,วัดพระยาไกร,บางคอแหลม,กรุงเทพมหานคร,2023-10-28 09:51:46.453692+00,เสร็จสิ้น,,0,2024-05-16 02:41:39.663766+00
XDMVED,"{ถนน,เสียงรบกวน,สะพาน,ความปลอดภัย}","เขตภาษีเจริญ,สน.ภาษีเจริญ,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 9 (บก.น.9)","ปัญหา: ประชาชนแจ้งว่า มีกลุ่มคนดื่มเหล้าทุกวันอาทิตย์และวันอื่นๆบ้างช่วงค่ำถึงดึกกลางคืนเสียงดังรบกวนคนที่ใกล้เคียงและคนที่เดินผ่านกลัวอันตรายและเข้าไปอีกจะเจอะสะพานเหล็กมีคนเมาอยู่ตรงนั้นกลัวเกิดอันตรายสำหรับคนที่เดินผ่าน ขอให้เจ้าหน้าที่เข้ามาตรวจสอบและดำเนินการแก้ไข
ซอย: เพชรเกษม 42 แยก 1
ถนน: เพชรเกษม
จุดสังเกต: ตรงผ่าน สี่แยกเอเชียเพลส สุดซอยทางขวามือพบห้องเช่า
เขต: ภาษีเจริญ
#1555",https://storage.googleapis.com/traffy_public_bucket/attachment/2023-06/1686476791523.jpeg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-06/1686493569330.jpeg,"100.44936,13.72301",8/2 แยก 9 44 แขวงบางจาก เขตภาษีเจริญ กรุงเทพมหานคร 10160 ประเทศไทย,บางจาก,ภาษีเจริญ,จังหวัดกรุงเทพมหานคร,2023-06-11 09:46:32.850753+00,เสร็จสิ้น,,0,2023-06-11 14:26:11.233591+00
2024-NKQGUT,"{สะพาน,จราจร}","เขตทวีวัฒนา,ฝ่ายโยธา เขตทวีวัฒนา",สะพานทรุดตัว  รถขับผ่านแล้วติดช่วงคอสะพานครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-10/017425d1bc20d362fbf8fc4e1e7dfa39c1686b1b.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2025-01/163d413eeb597b50fb5588f4193ce7cb.png,"100.38106,13.79263",27/21 ซอย ทิพย์มณฑล 3 แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร 10170 ประเทศไทย,ศาลาธรรมสพน์,ทวีวัฒนา,กรุงเทพมหานคร,2024-10-23 07:07:46.258407+00,เสร็จสิ้น,,0,2025-01-06 02:43:33.009173+00
2022-8YALYM,{ถนน},"เขตคลองสามวา,ฝ่ายเทศกิจ เขตคลองสามวา,ผอ.เขตคลองสามวา (นายสมหวัง),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",ก่อเหตุซ้ำอีกแล้ว หลังจากที่เจ้าหน้าที่เขตมาพูดคุยกับเจ้าของบ้านที่ตากผ้าขวางกลางถนนทางเข้าออก ผ่านไป 2 อาทิตย์ ก็กลับมาทำกรณีเดิม เข็นราวตากผ้ามาตากกลางถนน ซึ่งสร้างความลำบากใจในการเดินเข้าออกบ้าน แล้วยังแสดงอาการที่ไม่รู้สึกผิดในสิ่งที่ทำอีก ทั้งที่เจ้าหน้าที่เคยมาบอกกล่าวตักเตือนแล้ว แต่ก็ยังทำอยู่ ต้องทำอย่างไงกับเหตุการแบบนี้,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-11/fa651ad34ff1b4c37ebe0f50b538484be7d7443f.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-11/295303b7195ce504039551878d872b749b0c8edb.jpg,"100.69234,13.83633",100/107 ถนน พระยาสุเรนทร์ แขวง บางชัน เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย,บางชัน,คลองสามวา,กรุงเทพมหานคร,2022-11-20 05:59:35.747103+00,เสร็จสิ้น,,0,2022-11-20 11:34:57.021167+00
2022-G3ZKX7,{},"เขตพระนคร,สน.สำราญราษฎร์,ฝ่ายเทศกิจ เขตพระนคร,สำนักงานตำรวจแห่งชาติ (Royal Thai Police),กองบัญชาการตำรวจนครบาล (บช.น.),กองบังคับการตำรวจนครบาล 6 (บก.น.6),ผอ.เขตพระนคร (นายสัมฤทธิ์),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",มีคนมาพักอาศัยบนเกาะกลางถนน ต่อไฟฟ้าจากส่วนกลางมาใช้ส่วนตัว และเรียกเก็บเงินจากรถที่มาจอด,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/952eeba47bb7d117ad3321a7717238a3a99ace48.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-08/fe005e4d2bd32388797b237ea93847601f33d5ff.jpg,"100.50177,13.75086",126 ถนน ศิริพงษ์ แขวง สำราญราษฎร์ เขตพระนคร กรุงเทพมหานคร 10200 ประเทศไทย,วัดราชบพิธ,พระนคร,กรุงเทพมหานคร,2022-07-23 13:24:32.719983+00,เสร็จสิ้น,5.0,2,2022-08-18 03:00:18.193134+00
2024-EAP94B,"{ความสะอาด,ป้าย,ถนน}","เขตบึงกุ่ม,ฝ่ายเทศกิจ เขตบึงกุ่ม","📢🔊 แจ้งป้ายเถื่อน ป้ายกองโจร 😱 ติดป้าย ผิด พรบ.ความสะอาด และความเป็นระเบียบเรียบร้อยของบ้านเมือง❌😤😠🙅‍♀️🙅‍♂️
🎤โฆษณาด้วยการปิด ทิ้ง หรือ โปรยแผ่นประกาศหรือใบปลิว ในที่สาธารณะ โดยไม่ได้รับอนุญาตมาตรา 10 แห่ง พ.ร.บ.รักษาความสะอาด พ.ศ. ๒๕๓๕
📸
📌ตรงแถวโพธิ์แก้ว แยก 2 ขายรถไฟฟ้า NETA
🛣️ถนน โพธิ์แก้ว
🙏👷👩‍🔧ขอขอบคุณ เจ้าหน้าที่ทุกท่าน ในการจัดการปัญหานี้✌️✌️💪👏👏👏",https://storage.googleapis.com/traffy_public_bucket/attachment/2024-01/04bb40b0c403c186adc239333e807f14245a9cc4.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-01/1704595956288.jpeg,"100.64377,13.80082",159 โพธิ์แก้ว แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10230 ประเทศไทย,นวมินทร์,บึงกุ่ม,กรุงเทพมหานคร,2024-01-06 10:14:34.39199+00,เสร็จสิ้น,4.0,0,2024-01-07 02:52:38.333924+00
